"original_story","reordered_story"
"Tina, 26, always wanted to go to the local water park | Today, she decided, was the day she would experience the water park | She relaxed in a tube in a wading pool | But a cute black guy flirted with Tina in the wading pool | Tina married that cute black guy and laughed at where she met him","21354"
"Horatio has spent months looking for work | He applies to many jobs but he cannot find one | Finally a friend tells him that they have a job opening at her bar | Horatio applies successfully for the bartending job | Horatio feels great that he has finally found a job","43125"
"Tom is great at his job | He gets sick one week | He is unable to do his work | Mark fills in for Tom | Tom is replaced by Mark","15234"
"Tim moved into a new house | The basement always freaked him out | One day he misbehaved and his mom locked him down there | He freaked out and cried uncontrollably | His mom used it as a threat whenever he acted up","54123"
"Joe's cat climbed a tree and got stuck | Joe tried to climb the tree but the branches were too small | Luckily, his friend had a ladder so he went to borrow it | When he got there he found his cat happily lapping milk | The neighbor had coaxed the cat down without needing to climb at all","12354"
"Sarah was in charge of planting trees in a city | She decided to plant apple trees | The apple trees grew tall | The homeless people were able to pick the fruit | Sarah was happy to give them a healthy food source","53421"
"Kelsi sang a ballad at the club yesterday | To her surprise, a music producer gave her his card | Kelsi was elated | She took the card and called her friends | A week later he gave her a contract","35214"
"Lola had brought alcohol to her school prom | She ended up drunk wandering the empty hallways | She narrowly missed being caught and getting into trouble | Luckily, her friends tracked her down and helped her | She promised to never drink at school again","42153"
"Gina put her new brand named shoes under her bed | She couldn't wait for the first day of school so she could wear them | She pulled the box out to look at the them 3 times a day | Finally it was the first day of school | It was raining and Gina got mud on her pretty new shoes","14235"
"Daniel arrived at the doctor's office | There were three receptionists | There was no one in line | They told him to take a number and wait | As soon as he sat, they called his number","35421"
"Will said something very hurtful about a co-worker | Will decided he really needed to make amends | Will approached the co-worker very solemnly | Will apologized sincerely for what he said | The co-worker forgave Will","41523"
