"original_story","reordered_story"
"A Senator opposed a bill | Knowing it would pass in a vote, he elected to filibuster it | He began to recite the screenplay for the film Gigli | A cloture motion was rapidly introduced to end the filibuster | It passed, ninety-nine to one","34251"
"In 2002 we visited our friends in NH | The father was a college professor | He had me help him grade some papers | His seven year old daughter started crying | She said we were working too hard on a Sunday","12345"
"Ike went to a concert so his friends would think he's cool | He bought the t-shirt of the band and wore to to the concert | Everyone thought he was a big fan of the band and talked to him | Ike never heard the band before and just pretended to | After the concert he decided that maybe he will be a real fan","53142"
"I didn't know what role I should play | The situation wasn't very clear | He asked me what I wanted to do | I told him I wanted to just end the relationship | He agreed and we went our separate ways","21345"
"Sam hadn't done laundry in a long time | He ran out of dirty clothes | He was running late for school | Sam decided to wear dirty clothes | He smelled bad in class all day","21354"
"Joe saw a tree out his window | He immediately got a rush of joy at the thought of climbing the tree | He rushed outside | Joe started to climb the tree | Joe was happy","45132"
"Marta had been drawing since a very young age | She loved beautiful clothes and wanted to be a fashion designer | She carried her art notebook wherever she went | While waiting for the bus, Marta dropped her art pad | A famous designer saw her drawings and hired Marta on the spot","43125"
"Tom wanted to eat an egg | He also wanted to prepare some for later that week | He began boiling water | He added eggs and cooked them | He was happy to prepare multiple great meals","52341"
"She took the dog outside | He took forever to go pee | She was getting bored | She walked around the yard | She picked up all the random sticks","23145"
"Carter was at a party with her friends | They were in the back yard when a fight broke out | Two boys were pushing each other around by the pool | Carter saw that one boy was her brother | She marched over and broke up the fight immediately","45321"
"Gabe was playing a computer game | But he was angry because he was losing | So he threw his keyboard at his computer monitor | And the monitor didn't turn on again | Gabe decided to be more calm next time","31254"
